path	emotion
./shemo-persian-speech-emotion-detection-database/M07N07.wav	neutral
./shemo-persian-speech-emotion-detection-database/M38N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/M53A14.wav	angry
./shemo-persian-speech-emotion-detection-database/M03S14.wav	sad
./shemo-persian-speech-emotion-detection-database/F07S25.wav	sad
./shemo-persian-speech-emotion-detection-database/M02A13.wav	angry
./shemo-persian-speech-emotion-detection-database/M04N18.wav	neutral
./shemo-persian-speech-emotion-detection-database/M44N04.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21A33.wav	angry
./shemo-persian-speech-emotion-detection-database/M16N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/M53N22.wav	neutral
./shemo-persian-speech-emotion-detection-database/M44S01.wav	sad
./shemo-persian-speech-emotion-detection-database/F21W08.wav	surprise
./shemo-persian-speech-emotion-detection-database/M22N26.wav	neutral
./shemo-persian-speech-emotion-detection-database/F01S23.wav	sad
./shemo-persian-speech-emotion-detection-database/F12N12.wav	neutral
./shemo-persian-speech-emotion-detection-database/M12A59.wav	angry
./shemo-persian-speech-emotion-detection-database/M06N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/F12N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M40A04.wav	angry
./shemo-persian-speech-emotion-detection-database/M24A04.wav	angry
./shemo-persian-speech-emotion-detection-database/F10A02.wav	angry
./shemo-persian-speech-emotion-detection-database/M40N39.wav	neutral
./shemo-persian-speech-emotion-detection-database/F05N42.wav	neutral
./shemo-persian-speech-emotion-detection-database/M12N65.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21A38.wav	angry
./shemo-persian-speech-emotion-detection-database/M04A06.wav	angry
./shemo-persian-speech-emotion-detection-database/F07S09.wav	sad
./shemo-persian-speech-emotion-detection-database/M25A63.wav	angry
./shemo-persian-speech-emotion-detection-database/M28N23.wav	neutral
./shemo-persian-speech-emotion-detection-database/M04H02.wav	happy
./shemo-persian-speech-emotion-detection-database/F24N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M49N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/M16N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M42N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/F09A07.wav	angry
./shemo-persian-speech-emotion-detection-database/F02S03.wav	sad
./shemo-persian-speech-emotion-detection-database/F24H12.wav	happy
./shemo-persian-speech-emotion-detection-database/M04N25.wav	neutral
./shemo-persian-speech-emotion-detection-database/M21A03.wav	angry
./shemo-persian-speech-emotion-detection-database/M22N10.wav	neutral
./shemo-persian-speech-emotion-detection-database/M53A18.wav	angry
./shemo-persian-speech-emotion-detection-database/F07A40.wav	angry
./shemo-persian-speech-emotion-detection-database/M04W01.wav	surprise
./shemo-persian-speech-emotion-detection-database/F19N11.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24S15.wav	sad
./shemo-persian-speech-emotion-detection-database/F28A23.wav	angry
./shemo-persian-speech-emotion-detection-database/M35A01.wav	angry
./shemo-persian-speech-emotion-detection-database/F21W27.wav	surprise
./shemo-persian-speech-emotion-detection-database/F15N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/F19N29.wav	neutral
./shemo-persian-speech-emotion-detection-database/M26A40.wav	angry
./shemo-persian-speech-emotion-detection-database/F28A11.wav	angry
./shemo-persian-speech-emotion-detection-database/M23W01.wav	surprise
./shemo-persian-speech-emotion-detection-database/M09A10.wav	angry
./shemo-persian-speech-emotion-detection-database/F11N04.wav	neutral
./shemo-persian-speech-emotion-detection-database/M47W02.wav	surprise
./shemo-persian-speech-emotion-detection-database/M25A09.wav	angry
./shemo-persian-speech-emotion-detection-database/M40N45.wav	neutral
./shemo-persian-speech-emotion-detection-database/M28S23.wav	sad
./shemo-persian-speech-emotion-detection-database/M44H03.wav	happy
./shemo-persian-speech-emotion-detection-database/F30N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M25A66.wav	angry
./shemo-persian-speech-emotion-detection-database/M21W06.wav	surprise
./shemo-persian-speech-emotion-detection-database/M40N52.wav	neutral
./shemo-persian-speech-emotion-detection-database/M03A12.wav	angry
./shemo-persian-speech-emotion-detection-database/M17S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M07N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/M40N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M25W07.wav	surprise
./shemo-persian-speech-emotion-detection-database/M53A01.wav	angry
./shemo-persian-speech-emotion-detection-database/F24A62.wav	angry
./shemo-persian-speech-emotion-detection-database/M43W08.wav	surprise
./shemo-persian-speech-emotion-detection-database/M12A09.wav	angry
./shemo-persian-speech-emotion-detection-database/M18N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M41H02.wav	happy
./shemo-persian-speech-emotion-detection-database/F21W19.wav	surprise
./shemo-persian-speech-emotion-detection-database/F07H11.wav	happy
./shemo-persian-speech-emotion-detection-database/M05F01.wav	fear
./shemo-persian-speech-emotion-detection-database/F04A07.wav	angry
./shemo-persian-speech-emotion-detection-database/M47H01.wav	happy
./shemo-persian-speech-emotion-detection-database/M03H02.wav	happy
./shemo-persian-speech-emotion-detection-database/F01S06.wav	sad
./shemo-persian-speech-emotion-detection-database/M28S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M44H04.wav	happy
./shemo-persian-speech-emotion-detection-database/F07N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M16N04.wav	neutral
./shemo-persian-speech-emotion-detection-database/M04N27.wav	neutral
./shemo-persian-speech-emotion-detection-database/F07A48.wav	angry
./shemo-persian-speech-emotion-detection-database/F24S19.wav	sad
./shemo-persian-speech-emotion-detection-database/F21S44.wav	sad
./shemo-persian-speech-emotion-detection-database/F02W05.wav	surprise
./shemo-persian-speech-emotion-detection-database/F31A09.wav	angry
./shemo-persian-speech-emotion-detection-database/F21A46.wav	angry
./shemo-persian-speech-emotion-detection-database/F24A23.wav	angry
./shemo-persian-speech-emotion-detection-database/F24A40.wav	angry
./shemo-persian-speech-emotion-detection-database/M30A07.wav	angry
./shemo-persian-speech-emotion-detection-database/M12N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M55A01.wav	angry
./shemo-persian-speech-emotion-detection-database/F20W04.wav	surprise
./shemo-persian-speech-emotion-detection-database/F03S04.wav	sad
./shemo-persian-speech-emotion-detection-database/M28A07.wav	angry
./shemo-persian-speech-emotion-detection-database/M29A17.wav	angry
./shemo-persian-speech-emotion-detection-database/F21S07.wav	sad
./shemo-persian-speech-emotion-detection-database/F04A03.wav	angry
./shemo-persian-speech-emotion-detection-database/F21S13.wav	sad
./shemo-persian-speech-emotion-detection-database/F12A04.wav	angry
./shemo-persian-speech-emotion-detection-database/F24N11.wav	neutral
./shemo-persian-speech-emotion-detection-database/M27N16.wav	neutral
./shemo-persian-speech-emotion-detection-database/F01S21.wav	sad
./shemo-persian-speech-emotion-detection-database/F30A08.wav	angry
./shemo-persian-speech-emotion-detection-database/M40N48.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24H22.wav	happy
./shemo-persian-speech-emotion-detection-database/M03A01.wav	angry
./shemo-persian-speech-emotion-detection-database/F24A33.wav	angry
./shemo-persian-speech-emotion-detection-database/M29N04.wav	neutral
./shemo-persian-speech-emotion-detection-database/M20N05.wav	neutral
./shemo-persian-speech-emotion-detection-database/F20W06.wav	surprise
./shemo-persian-speech-emotion-detection-database/F05N51.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21A18.wav	angry
./shemo-persian-speech-emotion-detection-database/M03S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M05A13.wav	angry
./shemo-persian-speech-emotion-detection-database/M50A05.wav	angry
./shemo-persian-speech-emotion-detection-database/F03S11.wav	sad
./shemo-persian-speech-emotion-detection-database/F17S10.wav	sad
./shemo-persian-speech-emotion-detection-database/M04N71.wav	neutral
./shemo-persian-speech-emotion-detection-database/F10A32.wav	angry
./shemo-persian-speech-emotion-detection-database/F09N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M33N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M22N12.wav	neutral
./shemo-persian-speech-emotion-detection-database/M27N45.wav	neutral
./shemo-persian-speech-emotion-detection-database/M12N21.wav	neutral
./shemo-persian-speech-emotion-detection-database/M27N32.wav	neutral
./shemo-persian-speech-emotion-detection-database/F09S17.wav	sad
./shemo-persian-speech-emotion-detection-database/F21S17.wav	sad
./shemo-persian-speech-emotion-detection-database/M02A06.wav	angry
./shemo-persian-speech-emotion-detection-database/F30N03.wav	neutral
./shemo-persian-speech-emotion-detection-database/F04A06.wav	angry
./shemo-persian-speech-emotion-detection-database/M03A03.wav	angry
./shemo-persian-speech-emotion-detection-database/F19N07.wav	neutral
./shemo-persian-speech-emotion-detection-database/F28A09.wav	angry
./shemo-persian-speech-emotion-detection-database/F24W06.wav	surprise
./shemo-persian-speech-emotion-detection-database/F21H13.wav	happy
./shemo-persian-speech-emotion-detection-database/F24N09.wav	neutral
./shemo-persian-speech-emotion-detection-database/M04N17.wav	neutral
./shemo-persian-speech-emotion-detection-database/M02N15.wav	neutral
./shemo-persian-speech-emotion-detection-database/M39A01.wav	angry
./shemo-persian-speech-emotion-detection-database/M26W01.wav	surprise
./shemo-persian-speech-emotion-detection-database/F21N16.wav	neutral
./shemo-persian-speech-emotion-detection-database/F16S04.wav	sad
./shemo-persian-speech-emotion-detection-database/M56N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/M26A35.wav	angry
./shemo-persian-speech-emotion-detection-database/F02H03.wav	happy
./shemo-persian-speech-emotion-detection-database/M28A44.wav	angry
./shemo-persian-speech-emotion-detection-database/F17A01.wav	angry
./shemo-persian-speech-emotion-detection-database/M12A08.wav	angry
./shemo-persian-speech-emotion-detection-database/M03A42.wav	angry
./shemo-persian-speech-emotion-detection-database/F24W16.wav	surprise
./shemo-persian-speech-emotion-detection-database/M12A40.wav	angry
./shemo-persian-speech-emotion-detection-database/F05N45.wav	neutral
./shemo-persian-speech-emotion-detection-database/F07S21.wav	sad
./shemo-persian-speech-emotion-detection-database/M47N03.wav	neutral
./shemo-persian-speech-emotion-detection-database/M25A33.wav	angry
./shemo-persian-speech-emotion-detection-database/F10A16.wav	angry
./shemo-persian-speech-emotion-detection-database/M27N49.wav	neutral
./shemo-persian-speech-emotion-detection-database/M02N03.wav	neutral
./shemo-persian-speech-emotion-detection-database/M05W02.wav	surprise
./shemo-persian-speech-emotion-detection-database/M32H02.wav	happy
./shemo-persian-speech-emotion-detection-database/M12N34.wav	neutral
./shemo-persian-speech-emotion-detection-database/F07H04.wav	happy
./shemo-persian-speech-emotion-detection-database/F07A16.wav	angry
./shemo-persian-speech-emotion-detection-database/M08H03.wav	happy
./shemo-persian-speech-emotion-detection-database/M05A09.wav	angry
./shemo-persian-speech-emotion-detection-database/M04N49.wav	neutral
./shemo-persian-speech-emotion-detection-database/M06S03.wav	sad
./shemo-persian-speech-emotion-detection-database/F21A48.wav	angry
./shemo-persian-speech-emotion-detection-database/M02N10.wav	neutral
./shemo-persian-speech-emotion-detection-database/M27N56.wav	neutral
./shemo-persian-speech-emotion-detection-database/F01W06.wav	surprise
./shemo-persian-speech-emotion-detection-database/M26A17.wav	angry
./shemo-persian-speech-emotion-detection-database/F09S14.wav	sad
./shemo-persian-speech-emotion-detection-database/M27N51.wav	neutral
./shemo-persian-speech-emotion-detection-database/F12A07.wav	angry
./shemo-persian-speech-emotion-detection-database/F03S15.wav	sad
./shemo-persian-speech-emotion-detection-database/M29A08.wav	angry
./shemo-persian-speech-emotion-detection-database/M03F02.wav	fear
./shemo-persian-speech-emotion-detection-database/M20A01.wav	angry
./shemo-persian-speech-emotion-detection-database/F03A09.wav	angry
./shemo-persian-speech-emotion-detection-database/M28N15.wav	neutral
./shemo-persian-speech-emotion-detection-database/M28W04.wav	surprise
./shemo-persian-speech-emotion-detection-database/F12A01.wav	angry
./shemo-persian-speech-emotion-detection-database/M22N25.wav	neutral
./shemo-persian-speech-emotion-detection-database/M22N05.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21A15.wav	angry
./shemo-persian-speech-emotion-detection-database/F03S08.wav	sad
./shemo-persian-speech-emotion-detection-database/M28A08.wav	angry
./shemo-persian-speech-emotion-detection-database/F21W26.wav	surprise
./shemo-persian-speech-emotion-detection-database/M15N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/F01A23.wav	angry
./shemo-persian-speech-emotion-detection-database/M12N15.wav	neutral
./shemo-persian-speech-emotion-detection-database/F12N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M44W03.wav	surprise
./shemo-persian-speech-emotion-detection-database/M36S05.wav	sad
./shemo-persian-speech-emotion-detection-database/M25N13.wav	neutral
./shemo-persian-speech-emotion-detection-database/F06S06.wav	sad
./shemo-persian-speech-emotion-detection-database/M22S03.wav	sad
./shemo-persian-speech-emotion-detection-database/M51N11.wav	neutral
./shemo-persian-speech-emotion-detection-database/M15A09.wav	angry
./shemo-persian-speech-emotion-detection-database/F28A22.wav	angry
./shemo-persian-speech-emotion-detection-database/F22A09.wav	angry
./shemo-persian-speech-emotion-detection-database/M42A09.wav	angry
./shemo-persian-speech-emotion-detection-database/F23A04.wav	angry
./shemo-persian-speech-emotion-detection-database/M28N25.wav	neutral
./shemo-persian-speech-emotion-detection-database/M36S03.wav	sad
./shemo-persian-speech-emotion-detection-database/F24N14.wav	neutral
./shemo-persian-speech-emotion-detection-database/F07A59.wav	angry
./shemo-persian-speech-emotion-detection-database/F23N11.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21W15.wav	surprise
./shemo-persian-speech-emotion-detection-database/F30S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M28A02.wav	angry
./shemo-persian-speech-emotion-detection-database/M25S08.wav	sad
./shemo-persian-speech-emotion-detection-database/M03N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/F05N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/F25A01.wav	angry
./shemo-persian-speech-emotion-detection-database/M29A04.wav	angry
./shemo-persian-speech-emotion-detection-database/M21A04.wav	angry
./shemo-persian-speech-emotion-detection-database/M44N18.wav	neutral
./shemo-persian-speech-emotion-detection-database/F05N52.wav	neutral
./shemo-persian-speech-emotion-detection-database/F10A20.wav	angry
./shemo-persian-speech-emotion-detection-database/M31N09.wav	neutral
./shemo-persian-speech-emotion-detection-database/M41N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M12N81.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24N10.wav	neutral
./shemo-persian-speech-emotion-detection-database/M09A04.wav	angry
./shemo-persian-speech-emotion-detection-database/F03S14.wav	sad
./shemo-persian-speech-emotion-detection-database/M12N27.wav	neutral
./shemo-persian-speech-emotion-detection-database/M12A38.wav	angry
./shemo-persian-speech-emotion-detection-database/F10W02.wav	surprise
./shemo-persian-speech-emotion-detection-database/M28A14.wav	angry
./shemo-persian-speech-emotion-detection-database/F13A24.wav	angry
./shemo-persian-speech-emotion-detection-database/M04N16.wav	neutral
./shemo-persian-speech-emotion-detection-database/F07A17.wav	angry
./shemo-persian-speech-emotion-detection-database/M05A06.wav	angry
./shemo-persian-speech-emotion-detection-database/F01N07.wav	neutral
./shemo-persian-speech-emotion-detection-database/F25A02.wav	angry
./shemo-persian-speech-emotion-detection-database/F22S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M40N27.wav	neutral
./shemo-persian-speech-emotion-detection-database/F22H04.wav	happy
./shemo-persian-speech-emotion-detection-database/M47A06.wav	angry
./shemo-persian-speech-emotion-detection-database/M53A06.wav	angry
./shemo-persian-speech-emotion-detection-database/F24H17.wav	happy
./shemo-persian-speech-emotion-detection-database/F21H10.wav	happy
./shemo-persian-speech-emotion-detection-database/F10A56.wav	angry
./shemo-persian-speech-emotion-detection-database/F07A64.wav	angry
./shemo-persian-speech-emotion-detection-database/F01F01.wav	fear
./shemo-persian-speech-emotion-detection-database/M34S01.wav	sad
./shemo-persian-speech-emotion-detection-database/F24A60.wav	angry
./shemo-persian-speech-emotion-detection-database/M44W01.wav	surprise
./shemo-persian-speech-emotion-detection-database/M20A06.wav	angry
./shemo-persian-speech-emotion-detection-database/M11N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/M34N04.wav	neutral
./shemo-persian-speech-emotion-detection-database/M48A02.wav	angry
./shemo-persian-speech-emotion-detection-database/M12A47.wav	angry
./shemo-persian-speech-emotion-detection-database/F07S46.wav	sad
./shemo-persian-speech-emotion-detection-database/F24A69.wav	angry
./shemo-persian-speech-emotion-detection-database/F12N09.wav	neutral
./shemo-persian-speech-emotion-detection-database/F14N04.wav	neutral
./shemo-persian-speech-emotion-detection-database/M08N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M28N03.wav	neutral
./shemo-persian-speech-emotion-detection-database/F31A08.wav	angry
./shemo-persian-speech-emotion-detection-database/M37N09.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24A49.wav	angry
./shemo-persian-speech-emotion-detection-database/F21W32.wav	surprise
./shemo-persian-speech-emotion-detection-database/M51N08.wav	neutral
./shemo-persian-speech-emotion-detection-database/F11N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/F01S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M16A07.wav	angry
./shemo-persian-speech-emotion-detection-database/M28A28.wav	angry
./shemo-persian-speech-emotion-detection-database/M31S01.wav	sad
./shemo-persian-speech-emotion-detection-database/F05N32.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24W11.wav	surprise
./shemo-persian-speech-emotion-detection-database/F21S19.wav	sad
./shemo-persian-speech-emotion-detection-database/M40N35.wav	neutral
./shemo-persian-speech-emotion-detection-database/M41W04.wav	surprise
./shemo-persian-speech-emotion-detection-database/M16A12.wav	angry
./shemo-persian-speech-emotion-detection-database/M27N60.wav	neutral
./shemo-persian-speech-emotion-detection-database/F23A17.wav	angry
./shemo-persian-speech-emotion-detection-database/F03S09.wav	sad
./shemo-persian-speech-emotion-detection-database/F05N13.wav	neutral
./shemo-persian-speech-emotion-detection-database/M26N08.wav	neutral
./shemo-persian-speech-emotion-detection-database/M20S02.wav	sad
./shemo-persian-speech-emotion-detection-database/M51N05.wav	neutral
./shemo-persian-speech-emotion-detection-database/M50A11.wav	angry
./shemo-persian-speech-emotion-detection-database/F01A04.wav	angry
./shemo-persian-speech-emotion-detection-database/M04N07.wav	neutral
./shemo-persian-speech-emotion-detection-database/F09S13.wav	sad
./shemo-persian-speech-emotion-detection-database/M12S06.wav	sad
./shemo-persian-speech-emotion-detection-database/M33A02.wav	angry
./shemo-persian-speech-emotion-detection-database/F01S17.wav	sad
./shemo-persian-speech-emotion-detection-database/M16A20.wav	angry
./shemo-persian-speech-emotion-detection-database/M06N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M25A16.wav	angry
./shemo-persian-speech-emotion-detection-database/M09A08.wav	angry
./shemo-persian-speech-emotion-detection-database/F05N25.wav	neutral
./shemo-persian-speech-emotion-detection-database/M27W03.wav	surprise
./shemo-persian-speech-emotion-detection-database/F29N09.wav	neutral
./shemo-persian-speech-emotion-detection-database/M48S02.wav	sad
./shemo-persian-speech-emotion-detection-database/F13A18.wav	angry
./shemo-persian-speech-emotion-detection-database/M03A09.wav	angry
./shemo-persian-speech-emotion-detection-database/F26N03.wav	neutral
./shemo-persian-speech-emotion-detection-database/F19N14.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21A14.wav	angry
./shemo-persian-speech-emotion-detection-database/F07A22.wav	angry
./shemo-persian-speech-emotion-detection-database/F06H02.wav	happy
./shemo-persian-speech-emotion-detection-database/F02S13.wav	sad
./shemo-persian-speech-emotion-detection-database/M27A02.wav	angry
./shemo-persian-speech-emotion-detection-database/M28A45.wav	angry
./shemo-persian-speech-emotion-detection-database/F07N01.wav	neutral
./shemo-persian-speech-emotion-detection-database/M27N11.wav	neutral
./shemo-persian-speech-emotion-detection-database/M22N02.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24H02.wav	happy
./shemo-persian-speech-emotion-detection-database/M37N13.wav	neutral
./shemo-persian-speech-emotion-detection-database/F21H07.wav	happy
./shemo-persian-speech-emotion-detection-database/F08W01.wav	surprise
./shemo-persian-speech-emotion-detection-database/F21N12.wav	neutral
./shemo-persian-speech-emotion-detection-database/M18N03.wav	neutral
./shemo-persian-speech-emotion-detection-database/M28N17.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24A15.wav	angry
./shemo-persian-speech-emotion-detection-database/M41W02.wav	surprise
./shemo-persian-speech-emotion-detection-database/F24H20.wav	happy
./shemo-persian-speech-emotion-detection-database/M27N48.wav	neutral
./shemo-persian-speech-emotion-detection-database/M11N06.wav	neutral
./shemo-persian-speech-emotion-detection-database/M03S21.wav	sad
./shemo-persian-speech-emotion-detection-database/M26A10.wav	angry
./shemo-persian-speech-emotion-detection-database/F05N36.wav	neutral
./shemo-persian-speech-emotion-detection-database/F24W21.wav	surprise
./shemo-persian-speech-emotion-detection-database/F20N12.wav	neutral
